id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
85424,boardgame,La Bataille de la Moscowa (third edition),2011,2,8,1000,1000,1000,16,93,8.88799,5.85331,386,5,35,70,40,29,4.2759
39188,boardgame,Liberty Roads,2009,2,2,960,960,960,0,341,8.14213,6.30715,852,10,89,226,147,53,3.2075
39188,boardgame,Liberty Roads,2009,2,2,960,960,960,0,341,8.14213,6.30715,852,10,89,226,147,53,3.2075
32990,boardgame,Axis Empires: Dai Senso!,2011,2,3,900,900,900,12,87,8.01161,5.75712,330,9,30,98,39,22,4.1818
103339,boardgame,Reluctant Enemies,2014,2,2,750,750,750,0,99,8.14646,5.82627,688,7,32,101,68,18,3.3333
6205,boardgame,Europe Engulfed,2003,2,3,720,720,720,14,1172,7.57171,6.72442,2159,87,159,534,640,239,3.7699
6205,boardgame,Europe Engulfed,2003,2,3,720,720,720,14,1172,7.57171,6.72442,2159,87,159,534,640,239,3.7699
96026,boardgame,18OE: On the Rails of the Orient Express,2014,2,8,720,720,720,14,103,8.4799,5.86388,302,3,38,98,46,28,4.4643
17393,boardgame,Pax Romana,2006,2,4,600,600,600,12,458,7.27757,6.18517,1031,67,80,358,233,123,3.6667
17393,boardgame,Pax Romana,2006,2,4,600,600,600,12,458,7.27757,6.18517,1031,67,80,358,233,123,3.6667
30216,boardgame,The Great War in Europe: Deluxe Edition,2007,2,4,600,600,600,12,200,7.0755,5.84271,625,23,23,80,97,46,3.7391
66855,boardgame,The Dark Valley,2013,1,2,500,500,500,0,144,8.14625,5.94021,633,13,46,126,80,25,3.24
91,boardgame,Paths of Glory,1999,2,2,480,480,480,14,3120,8.0381,7.5726,5554,143,282,1173,1227,529,3.794
29603,boardgame,D-Day at Omaha Beach,2009,1,2,480,480,480,12,822,8.31096,6.98215,2121,32,227,809,362,135,3.3704
3870,boardgame,7 Ages,2004,2,7,480,480,480,14,870,7.04983,6.32629,1236,49,135,394,452,177,3.9435
286,boardgame,Machiavelli,1977,4,8,480,480,480,12,839,7.09819,6.31289,1504,80,77,176,337,105,3.2286
20609,boardgame,Asia Engulfed,2007,2,2,480,480,480,12,360,7.59239,6.19977,1398,64,77,210,205,78,3.7949
4688,boardgame,Angola,1988,2,4,480,480,480,0,263,8.01293,6.1747,591,19,74,220,153,36,3.0833
91,boardgame,Paths of Glory,1999,2,2,480,480,480,14,3120,8.0381,7.5726,5554,143,282,1173,1227,529,3.794
29603,boardgame,D-Day at Omaha Beach,2009,1,2,480,480,480,12,822,8.31096,6.98215,2121,32,227,809,362,135,3.3704
3870,boardgame,7 Ages,2004,2,7,480,480,480,14,870,7.04983,6.32629,1236,49,135,394,452,177,3.9435
286,boardgame,Machiavelli,1977,4,8,480,480,480,12,839,7.09819,6.31289,1504,80,77,176,337,105,3.2286
20609,boardgame,Asia Engulfed,2007,2,2,480,480,480,12,360,7.59239,6.19977,1398,64,77,210,205,78,3.7949
4688,boardgame,Angola,1988,2,4,480,480,480,0,263,8.01293,6.1747,591,19,74,220,153,36,3.0833
133956,boardgame,Axis & Allies: WWI 1914,2013,2,8,480,480,480,12,308,7.2099,5.96816,669,12,56,225,121,33,2.6061
639,boardgame,American Megafauna,1997,1,4,480,480,480,9,309,6.98333,5.9572,574,20,86,214,195,49,3.7755
23685,boardgame,1805: Sea of Glory,2009,2,2,480,480,480,12,203,7.50448,5.94767,746,37,42,141,138,46,3.6957
41066,boardgame,Virgin Queen,2012,2,6,420,420,420,12,919,8.17278,7.005,2121,35,209,753,319,143,4.3007
3353,boardgame,World War II: Barbarossa to Berlin,2002,2,2,420,420,420,14,897,7.24142,6.45203,1869,95,63,203,388,144,3.5625
38718,boardgame,Normandy '44,2010,2,4,420,420,420,0,393,7.86076,6.32196,1251,24,67,243,165,76,3.3289
41066,boardgame,Virgin Queen,2012,2,6,420,420,420,12,919,8.17278,7.005,2121,35,209,753,319,143,4.3007
3353,boardgame,World War II: Barbarossa to Berlin,2002,2,2,420,420,420,14,897,7.24142,6.45203,1869,95,63,203,388,144,3.5625
38718,boardgame,Normandy '44,2010,2,4,420,420,420,0,393,7.86076,6.32196,1251,24,67,243,165,76,3.3289
17392,boardgame,Here I Stand,2006,2,6,360,360,360,12,2612,7.95736,7.41996,3783,78,403,1530,1005,438,4.1142
71,boardgame,Civilization,1980,2,7,360,360,360,12,5658,7.53434,7.274,7451,335,235,708,1868,690,3.6507
483,boardgame,Diplomacy,1959,2,7,360,360,360,12,8642,7.09411,6.90125,13199,809,135,1004,3280,1009,3.3667
68264,boardgame,No Retreat! The Russian Front,2011,1,2,360,360,360,12,889,7.84746,6.79217,1883,44,170,595,369,130,3.0538
91080,boardgame,Andean Abyss,2012,1,4,360,360,360,12,1096,7.62306,6.78358,1897,47,229,649,409,156,3.6474
833,boardgame,For the People,1998,2,2,360,360,360,12,989,7.62344,6.72463,2579,94,123,418,524,189,3.6085
35052,boardgame,Axis & Allies Anniversary Edition,2008,2,6,360,360,360,12,1491,7.40009,6.69292,1687,44,160,548,365,169,3.142
7480,boardgame,Sword of Rome,2004,2,5,360,360,360,12,1218,7.32942,6.65407,2264,92,98,320,500,195,3.2974
26,boardgame,Age of Renaissance,1996,3,6,360,360,360,12,1851,7.12242,6.64207,2332,99,144,325,703,258,3.845
19622,boardgame,A Victory Lost,2006,2,2,360,360,360,12,761,7.68465,6.61213,1398,28,143,444,422,161,2.6087
61692,boardgame,Axis & Allies Europe 1940,2010,2,6,360,360,360,12,926,7.58661,6.60402,1872,41,68,300,229,85,3.3529
11825,boardgame,Empire of the Sun,2005,1,2,360,360,360,12,685,7.79289,6.59259,2109,47,127,416,391,167,4.0419
424,boardgame,1870,1992,2,6,360,360,360,14,758,7.43425,6.49825,1201,43,66,151,299,122,4.1721
2808,boardgame,The Russian Campaign,1974,2,2,360,360,360,12,1093,7.18524,6.4887,2028,88,35,110,501,160,2.9125
55829,boardgame,Axis & Allies Pacific 1940,2009,2,4,360,360,360,12,857,7.45119,6.47628,1878,45,62,260,217,81,3.5185
7858,boardgame,Ardennes '44,2003,2,2,360,360,360,12,397,7.95646,6.37934,1243,28,78,312,224,90,3.6667
23418,boardgame,Pursuit of Glory,2008,2,2,360,360,360,14,378,7.98304,6.33004,1178,40,80,238,181,83,3.8554
2529,boardgame,Flat Top,1977,2,2,360,360,360,12,665,7.24499,6.30094,1563,80,29,103,318,125,4.208
23817,boardgame,1861: The Railways of the Russian Empire,2006,3,6,360,360,360,12,393,7.57102,6.25538,543,11,65,136,169,71,4.2254
5622,boardgame,Pacific War,1985,2,2,360,360,360,12,423,7.48153,6.2159,1217,43,39,153,206,84,4.5119
4204,boardgame,Tunisia,1995,2,2,360,360,360,16,329,7.74091,6.19651,894,26,56,111,146,68,4.0588
33003,boardgame,The Caucasus Campaign,2009,2,2,360,360,360,0,333,7.7273,6.19208,874,30,37,103,163,59,2.9492
24070,boardgame,Afrika (second edition),2006,2,2,360,360,360,14,339,7.62262,6.18524,844,15,82,183,165,65,2.6462
5620,boardgame,Vietnam 1965-1975,1984,2,2,360,360,360,12,489,7.26712,6.17505,1412,48,55,114,221,114,4.2456
3605,boardgame,The Third World War,1984,2,2,360,360,360,12,326,7.72128,6.16584,685,18,57,112,123,46,3.5
422,boardgame,1835,1990,3,7,360,360,360,16,575,6.99522,6.15164,1012,44,38,64,213,90,3.9667
1430,boardgame,Caesar at Alesia,1976,2,4,360,360,360,12,477,7.06598,6.10829,999,48,44,71,224,69,3
15826,boardgame,Triumph of Chaos,2005,2,2,360,360,360,12,289,7.59462,6.09814,717,23,104,306,179,90,4.3222
12234,boardgame,DAK2,2004,1,2,360,360,360,14,221,8.216,6.09414,613,6,93,219,104,60,4.3667
4258,boardgame,Totaler Krieg!,1999,2,3,360,360,360,12,298,7.51853,6.0762,597,44,40,74,141,67,4.0448
31954,boardgame,A Victory Denied,2009,2,2,360,360,360,0,280,7.4362,6.03776,1020,32,57,175,133,41,2.6585
6581,boardgame,Korea: The Forgotten War,2003,2,2,360,360,360,16,188,8.08229,6.02939,705,9,62,156,100,38,4.2105
2748,boardgame,"Thirty Years War: Europe in Agony, 1618-1648",2001,2,2,360,360,360,14,537,6.77359,6.02808,1113,22,57,114,221,95,3.1158
2998,boardgame,Reds! The Russian Civil War 1918-1921,2001,1,2,360,360,360,12,314,7.28066,6.02748,972,31,35,95,139,59,3
14080,boardgame,The Mighty Endeavor,2005,1,2,360,360,360,12,272,7.33772,6.01649,910,31,45,111,171,57,2.9123
23,boardgame,Divine Right,1979,2,6,360,360,360,12,459,6.93575,6.01585,838,47,104,159,248,67,3.1343
17392,boardgame,Here I Stand,2006,2,6,360,360,360,12,2612,7.95736,7.41996,3783,78,403,1530,1005,438,4.1142
71,boardgame,Civilization,1980,2,7,360,360,360,12,5658,7.53434,7.274,7451,335,235,708,1868,690,3.6507
483,boardgame,Diplomacy,1959,2,7,360,360,360,12,8642,7.09411,6.90125,13199,809,135,1004,3280,1009,3.3667
68264,boardgame,No Retreat! The Russian Front,2011,1,2,360,360,360,12,889,7.84746,6.79217,1883,44,170,595,369,130,3.0538
91080,boardgame,Andean Abyss,2012,1,4,360,360,360,12,1096,7.62306,6.78358,1897,47,229,649,409,156,3.6474
833,boardgame,For the People,1998,2,2,360,360,360,12,989,7.62344,6.72463,2579,94,123,418,524,189,3.6085
35052,boardgame,Axis & Allies Anniversary Edition,2008,2,6,360,360,360,12,1491,7.40009,6.69292,1687,44,160,548,365,169,3.142
7480,boardgame,Sword of Rome,2004,2,5,360,360,360,12,1218,7.32942,6.65407,2264,92,98,320,500,195,3.2974
26,boardgame,Age of Renaissance,1996,3,6,360,360,360,12,1851,7.12242,6.64207,2332,99,144,325,703,258,3.845
19622,boardgame,A Victory Lost,2006,2,2,360,360,360,12,761,7.68465,6.61213,1398,28,143,444,422,161,2.6087
61692,boardgame,Axis & Allies Europe 1940,2010,2,6,360,360,360,12,926,7.58661,6.60402,1872,41,68,300,229,85,3.3529
11825,boardgame,Empire of the Sun,2005,1,2,360,360,360,12,685,7.79289,6.59259,2109,47,127,416,391,167,4.0419
424,boardgame,1870,1992,2,6,360,360,360,14,758,7.43425,6.49825,1201,43,66,151,299,122,4.1721
2808,boardgame,The Russian Campaign,1974,2,2,360,360,360,12,1093,7.18524,6.4887,2028,88,35,110,501,160,2.9125
55829,boardgame,Axis & Allies Pacific 1940,2009,2,4,360,360,360,12,857,7.45119,6.47628,1878,45,62,260,217,81,3.5185
7858,boardgame,Ardennes '44,2003,2,2,360,360,360,12,397,7.95646,6.37934,1243,28,78,312,224,90,3.6667
23418,boardgame,Pursuit of Glory,2008,2,2,360,360,360,14,378,7.98304,6.33004,1178,40,80,238,181,83,3.8554
2529,boardgame,Flat Top,1977,2,2,360,360,360,12,665,7.24499,6.30094,1563,80,29,103,318,125,4.208
23817,boardgame,1861: The Railways of the Russian Empire,2006,3,6,360,360,360,12,393,7.57102,6.25538,543,11,65,136,169,71,4.2254
5622,boardgame,Pacific War,1985,2,2,360,360,360,12,423,7.48153,6.2159,1217,43,39,153,206,84,4.5119
4204,boardgame,Tunisia,1995,2,2,360,360,360,16,329,7.74091,6.19651,894,26,56,111,146,68,4.0588
33003,boardgame,The Caucasus Campaign,2009,2,2,360,360,360,0,333,7.7273,6.19208,874,30,37,103,163,59,2.9492
24070,boardgame,Afrika (second edition),2006,2,2,360,360,360,14,339,7.62262,6.18524,844,15,82,183,165,65,2.6462
5620,boardgame,Vietnam 1965-1975,1984,2,2,360,360,360,12,489,7.26712,6.17505,1412,48,55,114,221,114,4.2456
3605,boardgame,The Third World War,1984,2,2,360,360,360,12,326,7.72128,6.16584,685,18,57,112,123,46,3.5
422,boardgame,1835,1990,3,7,360,360,360,16,575,6.99522,6.15164,1012,44,38,64,213,90,3.9667
1430,boardgame,Caesar at Alesia,1976,2,4,360,360,360,12,477,7.06598,6.10829,999,48,44,71,224,69,3
15826,boardgame,Triumph of Chaos,2005,2,2,360,360,360,12,289,7.59462,6.09814,717,23,104,306,179,90,4.3222
12234,boardgame,DAK2,2004,1,2,360,360,360,14,221,8.216,6.09414,613,6,93,219,104,60,4.3667
4258,boardgame,Totaler Krieg!,1999,2,3,360,360,360,12,298,7.51853,6.0762,597,44,40,74,141,67,4.0448
31954,boardgame,A Victory Denied,2009,2,2,360,360,360,0,280,7.4362,6.03776,1020,32,57,175,133,41,2.6585
6581,boardgame,Korea: The Forgotten War,2003,2,2,360,360,360,16,188,8.08229,6.02939,705,9,62,156,100,38,4.2105
2748,boardgame,"Thirty Years War: Europe in Agony, 1618-1648",2001,2,2,360,360,360,14,537,6.77359,6.02808,1113,22,57,114,221,95,3.1158
2998,boardgame,Reds! The Russian Civil War 1918-1921,2001,1,2,360,360,360,12,314,7.28066,6.02748,972,31,35,95,139,59,3
14080,boardgame,The Mighty Endeavor,2005,1,2,360,360,360,12,272,7.33772,6.01649,910,31,45,111,171,57,2.9123
23,boardgame,Divine Right,1979,2,6,360,360,360,12,459,6.93575,6.01585,838,47,104,159,248,67,3.1343
63170,boardgame,1817,2010,3,7,360,360,360,0,120,8.7525,5.98406,112,0,73,124,65,31,4.7097
816,boardgame,2038: Tycoons of the Asteroid Belt,1995,3,6,360,360,360,14,322,7.01382,5.98003,692,34,66,118,142,44,4
2077,boardgame,Hell's Highway,1983,2,2,360,360,360,12,273,7.26611,5.97918,849,30,37,61,136,57,3.6667
3263,boardgame,Ukraine '43,2000,2,4,360,360,360,12,187,7.7994,5.97805,757,21,57,112,103,35,3.5429
6203,boardgame,Enemy at the Gates,1994,2,2,360,360,360,12,204,7.651,5.96853,620,35,28,45,97,34,4.3824
755,boardgame,Thunder at Cassino,1987,1,2,360,360,360,12,319,6.98613,5.96218,857,27,43,62,159,47,3.1702
2150,boardgame,London's Burning,1995,1,2,360,360,360,12,378,6.84759,5.95423,901,43,72,146,203,74,2.5541
2073,boardgame,Sixth Fleet,1985,2,2,360,360,360,12,391,6.83379,5.94738,1005,57,15,42,141,68,3.2794
3518,boardgame,Napoleon in Europe,2001,2,7,360,360,360,10,566,6.62383,5.93736,966,74,66,136,250,86,3.407
26447,boardgame,Clash of Monarchs,2008,2,4,360,360,360,12,263,7.11255,5.92874,965,55,44,132,171,77,4.013
5833,boardgame,The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,1994,2,2,360,360,360,12,238,7.17643,5.8975,783,23,41,65,78,41,3.561
3416,boardgame,Fallschirmjaeger,2001,2,2,360,360,360,12,144,7.8204,5.89569,399,4,79,101,85,21,3
32424,boardgame,1848: Australia,2007,3,6,360,360,360,0,132,7.86477,5.89095,141,0,37,65,58,14,3.9286
5452,boardgame,DAK,1997,2,2,360,360,360,16,137,8.09671,5.88976,376,13,15,31,61,24,3.9583
1894,boardgame,War Galley,1999,2,2,360,360,360,14,225,7.09249,5.87632,858,15,43,99,113,44,3.0909
10226,boardgame,Thunder at the Crossroads (second edition),1993,2,2,360,360,360,12,144,7.76536,5.87191,382,7,29,64,62,31,3.4194
5511,boardgame,Southern Front,1984,2,2,360,360,360,12,179,7.4173,5.87002,521,9,35,57,64,28,3.3929
1506,boardgame,Conquistador,1976,1,4,360,360,360,12,483,6.41031,5.86844,1351,71,28,83,229,77,3.3506
34659,boardgame,The Spanish Civil War 1936-1939,2010,1,2,360,360,360,0,167,7.4524,5.86251,631,16,40,111,78,39,3.0513
1883,boardgame,Cataphract,1999,2,2,360,360,360,12,164,7.24592,5.82172,528,2,59,117,63,29,3.3448
250,boardgame,Colonial Diplomacy,1994,2,7,360,360,360,12,312,6.63548,5.82081,539,32,22,48,147,42,2.8095
1823,boardgame,1829,1974,3,9,360,360,360,12,175,7.04262,5.79957,290,11,42,69,72,19,3.7895
8719,boardgame,The Next War,1978,2,2,360,360,360,14,150,7.37733,5.79627,445,10,46,68,82,25,4.16
2447,boardgame,World War II: European Theater of Operations,1985,2,3,360,360,360,12,191,7.08351,5.79146,523,33,10,18,92,43,4
12134,boardgame,This Hallowed Ground,1998,2,6,360,360,360,14,98,8.05242,5.79136,283,10,39,65,49,19,4.0526
5635,boardgame,Second World War at Sea: Bomb Alley,2002,2,2,360,360,360,12,137,7.1719,5.78803,471,15,25,39,79,32,3.0938
2574,boardgame,Classic Warlord,1974,2,7,360,360,360,12,196,6.87637,5.7696,283,8,33,59,118,40,2.3
12899,boardgame,La Bataille de Preussisch-Eylau,1978,1,2,360,360,360,16,111,7.65856,5.76901,331,10,15,19,40,18,3.7778
20077,boardgame,Kutuzov,2008,2,4,360,360,360,12,173,6.89052,5.7654,706,35,14,47,114,45,3.3556
6495,boardgame,Iron Tide: Panzers in the Ardennes,2003,1,4,360,360,360,12,98,7.88214,5.76222,268,4,37,91,69,30,3.2
7453,boardgame,Hube's Pocket,1995,2,2,360,360,360,12,105,7.59301,5.7606,308,4,50,70,45,18,3.6667
12567,boardgame,Russia Besieged,2004,2,2,360,360,360,12,130,7.43846,5.75585,355,18,18,43,91,26,3.2692
7176,boardgame,Panzer Grenadier: Battle of the Bulge,2002,2,2,360,360,360,12,157,7.00573,5.75487,513,35,11,27,75,34,2.7647
2076,boardgame,Gulf Strike,1983,2,2,360,360,360,12,307,6.43811,5.7518,1079,90,7,33,185,75,4.3467
289,boardgame,Chariot Lords,1999,3,4,360,360,360,12,183,6.69918,5.75091,403,16,32,53,105,26,2.8462
8887,boardgame,Battle for Stalingrad,1980,2,2,360,360,360,12,125,7.30336,5.74712,446,10,31,55,80,22,3.4091
5171,boardgame,War Without Mercy,1998,2,6,360,360,360,12,132,7.08561,5.74212,406,18,13,32,72,25,3.56
8812,boardgame,No Better Place to Die,1994,2,2,360,360,360,0,110,7.27773,5.74013,457,20,6,20,56,21,3.1905
38805,boardgame,Rebel Raiders on the High Seas,2013,2,2,360,360,360,0,106,7.36934,5.73992,430,11,36,83,54,30,2.6
5394,boardgame,"Kolin: Frederick's First Defeat - June 18, 1757",1994,1,2,360,360,360,12,86,7.78663,5.73562,297,1,21,35,32,17,3.8824
1513,boardgame,The Republic of Rome,1990,1,6,300,300,300,14,3028,7.55831,7.12071,4599,160,268,1085,1094,468,4.2564
423,boardgame,1856,1995,3,6,300,300,300,14,995,7.52018,6.69134,1414,49,88,210,417,158,4.2532
26457,boardgame,Successors (third edition),2008,2,4,300,300,300,12,934,7.55273,6.66225,1358,38,168,533,359,137,3.3212
40209,boardgame,RAF: The Battle of Britain 1940,2009,1,2,300,300,300,0,474,7.99771,6.4935,1356,19,152,490,190,83,3.2771
9215,boardgame,Revolution: The Dutch Revolt 1568-1648,2004,2,5,300,300,300,12,788,7.34794,6.48441,1495,61,122,356,372,173,4.237
1442,boardgame,Victory in the Pacific,1977,2,2,300,300,300,12,936,7.12163,6.4156,1811,73,76,151,409,138,2.3696
22877,boardgame,Fields of Fire,2008,1,1,300,300,300,12,534,7.49187,6.34214,1301,46,187,633,354,148,3.9662
1423,boardgame,Storm over Arnhem,1981,2,2,300,300,300,12,694,7.16647,6.29607,1570,60,71,124,314,117,2.9231
14083,boardgame,Fire in the Sky: The Great Pacific War 1941-1945,2005,2,2,300,300,300,12,430,7.43037,6.22353,990,18,148,335,242,93,3.1828
5684,boardgame,18EU,2001,2,6,300,300,300,14,270,7.59606,6.1029,292,6,68,92,116,34,4.2647
17394,boardgame,The Burning Blue,2006,2,2,300,300,300,12,293,7.63833,6.09271,969,35,61,157,186,92,4.0217
1710,boardgame,The Siege of Jerusalem (second edition),1989,1,2,300,300,300,12,448,7.02414,6.08289,1193,44,56,120,212,78,3.9103
17651,boardgame,Under the Lily Banners,2005,1,2,300,300,300,12,248,7.71093,6.06992,797,13,58,119,127,51,3.5686
35669,boardgame,Bastogne: Screaming Eagles under Siege,2009,2,2,300,300,300,0,275,7.4812,6.06162,874,16,40,107,132,44,2.6136
7935,boardgame,1844: Switzerland,2003,3,7,300,300,300,12,145,8.49897,6.02281,163,0,81,154,56,18,4.3889
69601,boardgame,1880: China,2010,3,7,300,300,300,13,147,8.3398,6.00258,155,1,70,114,48,21,4.2857
1513,boardgame,The Republic of Rome,1990,1,6,300,300,300,14,3028,7.55831,7.12071,4599,160,268,1085,1094,468,4.2564
423,boardgame,1856,1995,3,6,300,300,300,14,995,7.52018,6.69134,1414,49,88,210,417,158,4.2532
26457,boardgame,Successors (third edition),2008,2,4,300,300,300,12,934,7.55273,6.66225,1358,38,168,533,359,137,3.3212
40209,boardgame,RAF: The Battle of Britain 1940,2009,1,2,300,300,300,0,474,7.99771,6.4935,1356,19,152,490,190,83,3.2771
9215,boardgame,Revolution: The Dutch Revolt 1568-1648,2004,2,5,300,300,300,12,788,7.34794,6.48441,1495,61,122,356,372,173,4.237
1442,boardgame,Victory in the Pacific,1977,2,2,300,300,300,12,936,7.12163,6.4156,1811,73,76,151,409,138,2.3696
22877,boardgame,Fields of Fire,2008,1,1,300,300,300,12,534,7.49187,6.34214,1301,46,187,633,354,148,3.9662
1423,boardgame,Storm over Arnhem,1981,2,2,300,300,300,12,694,7.16647,6.29607,1570,60,71,124,314,117,2.9231
14083,boardgame,Fire in the Sky: The Great Pacific War 1941-1945,2005,2,2,300,300,300,12,430,7.43037,6.22353,990,18,148,335,242,93,3.1828
5684,boardgame,18EU,2001,2,6,300,300,300,14,270,7.59606,6.1029,292,6,68,92,116,34,4.2647
17394,boardgame,The Burning Blue,2006,2,2,300,300,300,12,293,7.63833,6.09271,969,35,61,157,186,92,4.0217
1710,boardgame,The Siege of Jerusalem (second edition),1989,1,2,300,300,300,12,448,7.02414,6.08289,1193,44,56,120,212,78,3.9103
17651,boardgame,Under the Lily Banners,2005,1,2,300,300,300,12,248,7.71093,6.06992,797,13,58,119,127,51,3.5686
35669,boardgame,Bastogne: Screaming Eagles under Siege,2009,2,2,300,300,300,0,275,7.4812,6.06162,874,16,40,107,132,44,2.6136
7935,boardgame,1844: Switzerland,2003,3,7,300,300,300,12,145,8.49897,6.02281,163,0,81,154,56,18,4.3889
69601,boardgame,1880: China,2010,3,7,300,300,300,13,147,8.3398,6.00258,155,1,70,114,48,21,4.2857
18746,boardgame,Gustav Adolf the Great: With God and Victorious Arms,2006,1,2,300,300,300,12,201,7.8204,5.99423,795,14,55,96,86,45,3.6889
1209,boardgame,Pax Britannica,1985,4,7,300,300,300,12,591,6.64602,5.98292,1156,69,44,80,222,96,3.8438
13709,boardgame,Clash of Giants II,2006,1,2,300,300,300,12,254,7.30787,5.96305,660,19,33,72,131,55,2.3636
66837,boardgame,1862: Railway Mania in the Eastern Counties,2013,2,8,300,300,300,12,127,8.40315,5.95004,338,2,44,90,64,18,4.3889
1447,boardgame,1841,1994,2,8,300,300,300,14,161,7.86329,5.94499,205,1,72,85,93,31,4.4194
39019,boardgame,Nothing Gained But Glory,2010,1,2,300,300,300,0,170,7.71088,5.92635,848,22,28,101,92,38,3.6316
31790,boardgame,"Crusade and Revolution: The Spanish Civil War, 1936-1939",2013,1,2,300,300,300,14,137,8.37847,5.92386,344,5,66,202,53,37,3.1351
101682,boardgame,Saints in Armor,2012,2,2,300,300,300,14,139,8.19892,5.92381,645,8,33,91,62,27,3.4815
10183,boardgame,Napoleon at Leipzig,1979,1,3,300,300,300,12,197,7.46383,5.91191,593,28,17,41,133,40,2.875
2154,boardgame,Thunderbolt/Apache Leader,1991,1,1,300,300,300,12,213,7.17139,5.87512,473,18,27,79,78,29,2.5862
10642,boardgame,"Barbarossa: Army Group North, 1941",2000,1,4,300,300,300,12,124,8.09282,5.87159,406,8,46,90,58,24,4.1667
2580,boardgame,Persian Gulf: Battle for the Middle East,1986,2,2,300,300,300,12,159,7.42461,5.8318,458,7,40,69,53,26,3.4615
20646,boardgame,1824,2005,3,6,300,300,300,14,107,7.85794,5.82203,141,0,40,56,46,17,3.7647
2168,boardgame,Hitler's War,1981,2,3,300,300,300,12,465,6.28077,5.79396,991,68,13,47,212,66,3
29379,boardgame,"Ici, c'est la France! The Algerian War of Independence 1954-62 ",2009,2,2,300,300,300,12,112,7.88482,5.78344,369,21,43,95,65,22,2.7273
7138,boardgame,The Killing Ground,2002,2,4,300,300,300,12,96,7.95208,5.75195,338,5,43,70,68,22,4.2273
18747,boardgame,"Onward, Christian Soldiers",2006,1,7,300,300,300,12,219,6.62055,5.74542,713,35,43,115,132,54,3.5741
17654,boardgame,18GL,2005,2,6,300,300,300,14,87,7.52586,5.73292,88,0,35,38,33,11,4.1818
25613,boardgame,Through the Ages: A Story of Civilization,2006,2,4,240,240,240,12,13294,8.20407,8.05804,14343,362,1084,5075,3378,1642,4.159
1,boardgame,Die Macher,1986,3,5,240,240,240,14,4215,7.67833,7.36578,4976,180,482,1461,1705,716,4.3506
40765,boardgame,Clash of Cultures,2012,2,4,240,240,240,14,2933,7.74767,7.2999,3738,54,672,2181,791,270,3.5259
17226,boardgame,Descent: Journeys in the Dark,2005,2,5,240,240,240,12,9599,7.39014,7.20761,11387,412,338,1699,2683,1223,3.3312
875,boardgame,Roads & Boats,1999,1,4,240,240,240,14,2113,7.73028,7.19459,2954,68,556,1414,815,290,4.1793
240,boardgame,Britannia,1986,3,5,240,240,240,12,3272,7.25882,6.91835,4638,201,147,594,1296,501,3.1617
221,boardgame,Ikusa,1986,2,5,360,240,360,12,3952,7.03034,6.74412,6153,335,199,700,1471,485,2.9402
1608,boardgame,Ambush!,1983,1,1,240,240,240,12,1646,7.31705,6.73079,3372,173,204,589,785,244,3.2254
730,boardgame,Breakout: Normandy,1992,2,2,240,240,240,12,801,7.69698,6.64261,1738,51,129,278,415,150,3.3733
701,boardgame,A House Divided,1981,2,2,240,240,240,12,1581,7.08934,6.58678,3051,181,117,337,788,233,2.6395
22,boardgame,Magic Realm,1979,1,16,240,240,240,12,1579,7.11239,6.57879,2861,113,363,1008,909,313,4.4824
242,boardgame,Junta,1978,2,7,240,240,240,16,3971,6.82064,6.56608,5697,351,127,573,1322,429,2.8345
10093,boardgame,Axis & Allies,2004,2,5,240,240,240,12,4791,6.77156,6.50614,5902,354,53,273,1317,573,3.2007
1829,boardgame,Risk 2210 A.D.,2001,2,5,240,240,240,10,5122,6.73686,6.48962,8117,523,78,404,1610,569,2.717
18748,boardgame,Unhappy King Charles! ,2008,2,2,240,240,240,0,566,7.70919,6.4712,1425,30,101,295,305,107,3.2991
77,boardgame,EastFront,1991,2,2,240,240,240,12,590,7.69107,6.46848,973,53,46,112,305,91,3.6044
22143,boardgame,EastFront II,2006,2,2,240,240,240,12,440,8.08109,6.46461,814,18,148,345,199,84,3.5357
11057,boardgame,The Great Battles of Alexander: Deluxe Edition,1995,2,4,240,240,240,12,519,7.71264,6.4145,1453,49,58,203,248,110,3.5636
36399,boardgame,The Napoleonic Wars (Second Edition),2008,2,5,240,240,240,0,658,7.3954,6.40087,1187,25,73,221,235,93,3.3763
20133,boardgame,FAB: The Bulge,2008,2,2,240,240,240,12,582,7.50036,6.39949,1345,74,62,206,315,101,3.0594
12750,boardgame,1860: Railways on the Isle of Wight,2004,2,4,240,240,240,13,397,7.87938,6.394,778,16,92,168,211,67,4.0896
130,boardgame,Iron Dragon,1994,2,6,240,240,240,12,1300,6.93792,6.38723,1718,64,63,177,449,136,2.9485
12350,boardgame,Battlestations,2004,2,8,240,240,240,12,853,7.18263,6.37519,1596,117,180,655,454,151,3.404
8730,boardgame,Flying Colors,2005,1,4,240,240,240,12,542,7.45086,6.3226,1561,50,97,276,251,89,2.9663
4192,boardgame,Warhammer,1983,2,4,240,240,240,8,2193,6.65501,6.31428,3131,110,25,46,724,260,3.6615
41863,boardgame,Axis & Allies: 1942,2009,2,5,240,240,240,12,1219,6.94769,6.30521,2776,192,38,197,351,125,3.088
